Date,CARZ,CGW,CIBR,COPX,GDX,GLD,IAI,IBB,ICLN,IGV,IHI,ITA,IYT,IYZ,KIE,KRE,MOO,OIH,PAVE,PBJ,PBS,PDBC,PPH,REM,SKYY,SMH,SRVR,TAN,TLT,VAW,XHB,XLB,XLC,XLE,XLF,XLI,XLK,XLP,XLRE,XLU,XLV,XLY,XOP,XRT
2025-03-18,0.0014074227271452244,-0.0031836041030317563,-0.006079091401739345,0.011382580489728511,0.006282159752555083,0.011671955843306048,-0.003816549947413428,-0.013891872224584545,-0.005902275039235572,-0.014644132336925297,-0.004299283757784211,-0.0029181056863277766,-0.009466556548459404,-0.004791749675577273,-0.010659579646032036,-0.0028005513392727055,-0.0008659125160969117,0.0006983377754119502,-0.006203091693983143,-0.009220613004686018,-0.017373445428957468,-0.002233828972589169,0.0020367027009797756,0.0022433543819362356,-0.015553123361393473,-0.015461229001847654,-0.011897172285901259,-0.019976206480435743,0.0009931630196731156,-0.0014040770979459882,-0.005590449452781754,-0.0017228698277818033,-0.01398168309407588,0.0016448902791177389,-0.0012221874934259525,-0.007973580496836385,-0.015225414214539268,-0.011404296183692986,-0.0061641194343630135,-0.006944387334456903,0.00047680714616160635,-0.01781633808309646,0.005945486153748014,-0.013898860284767833
2025-03-19,0.011770873310719354,0.0024840600189823814,0.011773640631756788,0.011488727069695281,0.008472733590670023,0.004107707999658539,0.014223333817086514,0.003579712870666496,0.005089165645573823,0.015735928077763583,0.007896555755954715,0.023898482715203118,0.0069704305943996125,0.007407472317328523,0.004545448613802572,0.01246264864524993,0.0031773501838963103,0.011437284220069843,0.013003921483807357,0.004653125919653833,0.013457373466218447,0.005970139763861848,-0.00331638337351825,0.0008610069878620674,0.018696830673803122,0.00882795896056976,-0.009111540664329953,0.006693070515731536,0.00518157711858569,0.0043741844135214425,0.013799420180671484,0.0033366362155076157,0.011886224227874997,0.01631269903719823,0.011013620889386955,0.013269714147644773,0.013009696624238565,0.0,0.0011927635185120522,0.003687194962067375,0.0005451008283205994,0.01917312788925618,0.02364138508729985,0.017324996814385818
2025-03-20,-0.007119241347735339,-0.006548669895734327,-0.0164725761139195,-0.012285508863378425,-0.0015475800807065454,-0.0012805854303336028,0.0025370714426840024,-0.013598797426984444,-0.005063397178602602,-0.004088190058032626,-0.001166954015328181,-0.007993380839923625,-0.00030769449082590494,-0.00036775720438364523,0.0005027356875566547,-0.006761413189177445,-0.007486201231547418,0.0032964518068123727,-0.006161783007574861,-0.005072591313538544,-0.0011759487495724974,0.0014836955543151564,0.0021466811031911615,-0.002150487659336675,-0.007616791977212545,-0.001583058900560208,-0.0075534081105737005,-0.015110305158487436,0.0006580420547104282,-0.007206853840465821,-0.003629730996094538,-0.006307255740074735,-0.0021639711847137866,0.0036626906902939016,0.0014122081922121055,-0.005013969429313869,-0.007119308464739849,-0.0048903893333689386,-0.0011913425286059764,0.004053589654096301,0.0006124419672925985,-0.0023831909066481805,-0.0009747683472706159,-0.006927641743605273
2025-03-21,-0.013990881448389336,-0.012114745474152477,-0.0015364982482225509,-0.020417720367942427,-0.014614742164256067,-0.008049901213267985,-0.0018277043942049875,0.00632800693171065,-0.005937153957455865,0.005833433264638366,-0.005173466208312716,-0.0025140446551252804,0.0009231310086614819,0.0014712133747967204,-0.006197615815206725,-0.0005236966230383056,-0.004641711118354319,-0.010468342433368916,-0.011883165548626895,-0.0026602798829311602,0.00415457867214486,-0.005925916467407921,-0.00781828935998874,-0.009913936983487415,0.003698922952992012,-0.01004180185349779,-0.006287262174532904,-0.01319424066162933,-0.005918483881100833,-0.011541680391624398,-0.014167311140001138,-0.009924908530006271,0.007847970872471022,-0.006976661925577332,-0.003626171265239897,-0.005340089388124025,0.002718259461992334,-0.00037796414703406,-0.009780453758457042,-0.00643449037331334,-0.0027888925081295257,0.003608711474873294,-0.014035909295334381,0.0033428473733445596
2025-03-24,0.020397324064403755,0.0041478490999751205,0.016158647856720387,0.017968355942926673,-0.0056179377506627715,-0.004452548665506595,0.02478878941289686,0.012951043298829346,-0.011945477207041644,0.024701998031155803,0.014259267840563306,0.021843103904688466,0.018601117844503356,0.014322456612326118,0.021953497766761698,0.027214223680249727,-0.0042262812894875434,0.018146710463697646,0.02718957145751788,0.015703612092322627,0.018744482976156718,0.003725822571117199,-0.00043179242505519966,0.0004354665516717038,0.026165434991113345,0.02607104717697184,0.007658985315368572,-0.010261191706212314,-0.010253718306746817,0.015691940177776198,0.031748471294178904,0.013550626620223438,0.01416085443176196,0.011393962800082535,0.01763364193555672,0.01854462312366545,0.018938631485726942,0.006183981934643423,0.013916572055118648,-0.0003196726424591345,0.00763511264245742,0.03748957642033113,0.014556018035320584,0.03385158199387739
2025-03-25,0.007474368994918823,0.0035920354693668166,0.011358521385250064,0.01953401774321395,0.01740108940136942,0.004400365088198743,0.008383805554607937,-0.017293487874553648,0.008635676515009516,0.010061828399802408,-0.0028116839951439765,0.008727587915289492,-0.00920601579897895,0.0021722875842509204,0.002983488220226649,-0.0030806361128210558,-0.003512362036007466,0.008191087302054534,0.0012725511328213202,-0.0013196116833563698,0.00989635836967473,0.0007423249207587634,-0.017494601103710816,-0.009573571767602096,0.003950461952383799,-0.004249226639556958,-0.013549121607465686,0.009425106664412652,-0.00011118909544027833,0.0001619105280969979,-0.0057889454125797934,-0.00023115136467899422,0.012665791479729904,0.004092760704644149,0.0055832745210384616,0.0014892863024014158,0.0033083581962574105,-0.009067991822124477,-0.011956058858462626,-0.01599083657610434,-0.012776028585609778,0.007978862277154164,0.0003018431458585713,-0.00899004691855898
2025-03-26,-0.02139411049226969,0.0014315467466274878,-0.017370412726961937,-0.028624221345420864,-0.007774335755987183,-0.0008259812019960622,-0.01594671801794778,-0.013762542999685157,-0.012842526984857772,-0.02324380439268492,-0.006137112089994012,-0.01485889170996968,-0.0013711268944039956,0.0003613098712420548,-0.00016525630532793212,-0.004120229931729669,0.0027904209136542235,0.0035356474330294763,-0.011947227962814222,0.004844714365825231,-0.02056215276402562,-0.0007417742832228624,-0.0072542690162547,-0.009666020021826927,-0.02834911623678038,-0.03326802258942607,-0.0030151579121783234,-0.02396515506274899,-0.006573231978946326,-0.00047008560107153485,-0.005722381282000866,0.0018493699333319569,-0.008505120229063023,0.005899257973337901,-0.002974443763808843,-0.006617577670511299,-0.022303758401208906,0.015505889286993257,0.005082271150239848,0.006630308630676041,-0.0036482975179439325,-0.013063345160291506,0.004602364749910937,-0.0032601202193804912
2025-03-27,-0.01745418606334037,-0.00017866157550427975,-0.015331578344649044,-0.020199660608684056,0.024401105187467076,0.013405732882559862,-0.01468138129417984,0.003355228331050064,0.0,-0.017104012082536202,0.00500669142323007,-0.004836767983337542,-0.003965768220430155,-0.0010834680839858501,0.005123983430842971,-0.007929640222197554,0.008055171731484068,-0.007458677043996942,-0.007975247857707646,0.003944784533653323,-0.00908844566796152,0.0029695203285087235,0.0005535398802085645,-0.0004436821263238411,-0.01840773098860593,-0.019188301022129983,-0.006048288946032598,-0.0028699027690127776,-0.0029157328876824318,-0.001724592343039233,-0.002625072714444565,-0.0004615560281308051,-0.004440323508174138,-0.009703526888329539,-0.001988903864792224,-0.005314393081558455,-0.009227966328703041,0.011389127548802502,-0.002408003957793614,-0.00025832514934709394,0.0015890509155636057,0.0006396807003952176,-0.009988518165468419,-0.002133015203489852
2025-03-28,-0.027453778262796935,-0.0026809566058761947,-0.018882645137579868,-0.029590105978805736,-0.004151994904785905,0.007412123023167849,-0.020171494433123383,-0.00980411972358608,0.0,-0.028642390754809566,-0.013284601379367822,-0.020080611464388665,-0.025114837696761594,-0.013015158222598577,-0.01085348824570087,-0.01980878780349371,-0.016562636417944088,-0.01302834058602087,-0.024636908123496726,-0.010478035374693606,-0.028114822342936163,-0.003700928814409976,0.0030982978956879403,-0.017754152005839963,-0.0292545963613976,-0.025625750464038255,-0.010480111898090727,-0.00831468580350736,0.013834099129626631,-0.02052141122665352,-0.027131133566502652,-0.018351703987196988,-0.02949829921818592,-0.004737819004413613,-0.01933040758360227,-0.020618484921170688,-0.024254178837657348,-0.004949776230635083,-0.00048257400564344355,0.007363514822353867,-0.003104135785615525,-0.031077891453766604,-0.00864843959639039,-0.023229310385555202
2025-03-31,-0.01383763671621785,-0.0019713291269607414,-0.006152318627404174,-0.023494069942467055,0.008777743375755653,0.014363222998346137,0.005021109918767586,-0.01834351818092661,-0.009540319492198357,-0.009791975697318711,0.012958537329268216,-0.000848405962252885,0.005812096790992927,0.003296625546045595,0.00631751634420219,0.0077999960290628945,0.0029546424270481264,0.0029080092609641284,0.003190608858912203,0.0141186495422716,-0.007513462564930018,0.012630003375439625,0.005295170984726427,0.01400812656928685,-0.012556702769161432,-0.0032992486243150765,0.0027331891339210657,-0.017736250898086836,0.009873517966247247,0.00913946573822777,0.008324730702148564,0.01093479389187868,0.007415949224612417,0.011035367327725698,0.012192663680113736,0.007068705356270133,0.0004844344879033624,0.015669587629315807,0.010625257310847402,0.011156537357578156,0.010309985601852256,0.0021316146850764994,0.007882079733460445,0.008024431011736999
